index	title	original_title	creator	creator_lifespan	creator_nationality	date_created	location_created	medium	object_type	aspect_ratio	aspect_ratio_standard	orientation	master_width_px	master_height_px	megapixels	focal_anchors_count	physical_dimensions_raw	parsed_height_cm	parsed_width_cm	parsed_depth_cm	resolution_density_dpi	partner_name	partner_city_country	partner_website	partner_lat	partner_long	inventory_number	external_catalog_url	rights	art_movements	tags_and_topics	dominant_color	wikidata_qid	wikipedia_url	commons_image_url	asset_id	link
271	Untitled (Composition for application at the Bauhaus)		Eduard Ludwig			1928-12-07		tempera on card; mounted on card		0.9921	1:1 (Square)	Square					17.0 x 17.0 cm; 35.6 x 31.2 cm	17.0	17.0			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 36187) / Image by Google		Cardboard, Gold, Gold leaf, Metal, Tempera	#1a1a1a				UAE7N4xDuKQyDw	https://artsandculture.google.com/asset/untitled-composition-for-application-at-the-bauhaus-eduard-ludwig/UAE7N4xDuKQyDw
270	"Plate (folio 24) from ""5 Constructionen + 5 Compositionen"""		Sophie Taeuber-Arp			1941		Linoleum cut		0.9707	1:1 (Square)	Square					"12 x 11"" (30.5 x 28 cm)"	30.5	28.0			MoMA The Museum of Modern Art	New York, United States	http://www.MoMA.org/?ref=googleartproject	40.761433	-73.977622			© 2016 Artists Rights Society (ARS), New York / VG Bild-Kunst, Bonn	Modern art	Rice paper, Spray painting	#eee6d6				bQGvX4G4isw_AQ	https://artsandculture.google.com/asset/plate-folio-24-from-5-constructionen-5-compositionen-sophie-taeuber-arp/bQGvX4G4isw_AQ
269	Quatre espaces à croix brisée.		Sophie Taeuber-Arp (after) | Atelier Arcay (printer)			1932		colour screenprint		0.7445	3:4 (Portrait)	Portrait					Image: 334mm (width), 430mm (height)					Te Papa	Wellington, New Zealand	http://www.tepapa.govt.nz/	-41.290456	174.782089		Te Papa Collections Online	No Known Copyright Restrictions	Constructivism	Dye	#eae8dd				9wFesHdHnOpmrA	https://artsandculture.google.com/asset/quatre-espaces-%C3%A0-croix-bris%C3%A9e-sophie-taeuber-arp-after-atelier-arcay-printer/9wFesHdHnOpmrA
268	On Green		Vassily Kandinsky			1934-04		watercolor and ink on paper	Drawing	0.771	3:4 (Portrait)	Portrait										Centre Pompidou	Paris, France	https://www.centrepompidou.fr/en	48.860642	2.352245	AM 81-65-150			Expressionism, Modern art	Drawing, India ink, Ink, Watercolor painting	#bcccc3				BwFurtHc_CUsdQ	https://artsandculture.google.com/asset/on-green-vassily-kandinsky/BwFurtHc_CUsdQ
267	Ten Elements forming a Chromatique Circle		Vassily Kandinsky			c. 1928		watercolor on paper	Drawing	1.012	1:1 (Square)	Square										Centre Pompidou	Paris, France	https://www.centrepompidou.fr/en	48.860642	2.352245	AM 81-65-1270			Modern art	Drawing, Watercolor painting	#f5f3f2				cwEx7V9aJSjBlw	https://artsandculture.google.com/asset/ten-elements-forming-a-chromatique-circle-vassily-kandinsky/cwEx7V9aJSjBlw
266	Board of Trade		John Bluck|Thomas Rowlandson|Rudolph Ackermann, London|Auguste Charles Pugin			October 1, 1809		Hand-colored etching and aquatint	Print	1.1401	1.14:1	Landscape					Sheet: 9 13/16 × 11 1/4 in. (25 × 28.6 cm) Plate: 9 5/16 × 10 11/16 in. (23.7 × 27.2 cm)	25.0	28.6			The Metropolitan Museum of Art	New York City, United States	http://www.metmuseum.org/	40.779437	-73.963244		http://www.metmuseum.org/art/collection/search/744581			Economy, Etching, Ink	#80766d				MgGNn6HyUgtbzQ	https://artsandculture.google.com/asset/board-of-trade-john-bluck-thomas-rowlandson-rudolph-ackermann-london-auguste-charles-pugin/MgGNn6HyUgtbzQ
265	"Installation view of ""Dada,"" The Museum of Modern Art, New York (June 18–September 11, 2006)"					2006				1.5027	3:2 (Classic 35mm)	Landscape										MoMA The Museum of Modern Art	New York, United States	http://www.MoMA.org/?ref=googleartproject	40.761433	-73.977622			© 2016 The Museum of Modern Art		New York, Photograph, United States	#a29e94				iwEFCXjGAAa1Dw	https://artsandculture.google.com/asset/installation-view-of-dada-the-museum-of-modern-art-new-york-june-18%E2%80%93september-11-2006/iwEFCXjGAAa1Dw
264	Josef Albers: Glass, Color, and Light		Kristopher McKay			2017-12-07				1.4797	3:2 (Classic 35mm)	Landscape										Solomon R. Guggenheim Museum and Foundation	New York, United States	http://www.guggenheim.org/	40.78298	-73.958971					Design, Geometry, Glass	#eeecea				PQHg_ABKmTN0qA	https://artsandculture.google.com/asset/josef-albers-glass-color-and-light-kristopher-mckay/PQHg_ABKmTN0qA
263	Josef Albers: Glass, Color, and Light		Kristopher McKay			2017-12-07				1.5461	1.55:1	Landscape										Solomon R. Guggenheim Museum and Foundation	New York, United States	http://www.guggenheim.org/	40.78298	-73.958971					Book, Design, Glass	#ebe9e7				cAGccwToFnjV3g	https://artsandculture.google.com/asset/josef-albers-glass-color-and-light-kristopher-mckay/cAGccwToFnjV3g
262	Untitled (Adaptable small flat by Carl Fieger. Layout with text montages and photos of furnishings. Exhibition panel for the Deutsche Bauausstellung (German building exhibition) Berlin 1931)		Carl Fieger			1930/1931		ink and tempera on card; gelatin silver print; mounted on card		1.2912	1.29:1	Landscape					66.5 x 85.0 cm	66.5	85.0			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 2290 G/F) / Image by Google		Berlin, Cardboard, Design, Eucalyptus, Germany, India ink, Ink, Metal, Photographic paper, Silver, Tempera, Wood	#e5cdac				YQEkm6IiQ6BRqA	https://artsandculture.google.com/asset/untitled-adaptable-small-flat-by-carl-fieger-layout-with-text-montages-and-photos-of-furnishings-exhibition-panel-for-the-deutsche-bauausstellung-german-building-exhibition-berlin-1931-carl-fieger/YQEkm6IiQ6BRqA
261	Untitled (Interior design, seating area with table and lamp, perspective view)		Carl Fieger			undated (ca. 1923/1924)		graphite pencil on tracing paper		1.4233	1.42:1	Landscape					20.3 x 28.7 cm	20.3	28.7			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 2225 G) / Image by Google		Design, Furniture, Graphite, Interior design, Pencil, Tracing paper	#d2c79f				vQHaMxTc3bYbzQ	https://artsandculture.google.com/asset/untitled-interior-design-seating-area-with-table-and-lamp-perspective-view-carl-fieger/vQHaMxTc3bYbzQ
260	Untitled (Sommerfeld House, Berlin-Lichterfelde, architects Walter Gropius and Adolf Meyer. Concept, perspective view of a reading room)		Walter Gropius; Adolf Meyer (design); Carl, Fieger (drawing)																																	wAH_mYx4E1ukOw	https://artsandculture.google.com/asset/untitled-sommerfeld-house-berlin-lichterfelde-architects-walter-gropius-and-adolf-meyer-concept-perspective-view-of-a-reading-room-walter-gropius-adolf-meyer-design-carl-fieger-drawing/wAH_mYx4E1ukOw
259	FAUN (Sign)		Carl Fieger			ca. 1924		ink and tempera over graphite pencil on card		1.0277	1:1 (Square)	Square					8.5 x 8.7 cm	8.5	8.7			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 2211 G) / Image by Google		Cardboard, Graphite, India ink, Ink, Pencil, Tempera	#d1c299				fwGYr7x6ynAWLA	https://artsandculture.google.com/asset/faun-sign-carl-fieger/fwGYr7x6ynAWLA
258	Garden City		Lazar Khidekel (1904-1986, painter and architect)			1927/1928	Leningrad, now St. Petersburg	India ink on paper	Architectural conceptual drawing	0.7512	3:4 (Portrait)	Portrait					7.5 x 5.9 in (20 x 15 cm)	20.0	15.0			Lazar Khidekel Society	New York, United States	http://russianamericanculture.com/	40.768814	-73.950876		http://lazarkhidekel.com	Copyright held by Lazar Khidekel Family	Suprematism	Architecture, Drawing, India ink, Ink	#dbcbad				FAGMWTYkpdDtCQ	https://artsandculture.google.com/asset/garden-city-lazar-khidekel-1904-1986-painter-and-architect/FAGMWTYkpdDtCQ
257	Billingsgate Market		Auguste Charles Pugin|John Bluck|Rudolph Ackermann, London|Thomas Rowlandson			March 1, 1808		Hand-colored etching and aquatint	Print	1.1734	1.17:1	Landscape					Sheet: 9 13/16 × 11 1/2 in. (25 × 29.2 cm) Plate: 9 3/16 × 10 7/8 in. (23.4 × 27.7 cm)	25.0	29.2			The Metropolitan Museum of Art	New York City, United States	http://www.metmuseum.org/	40.779437	-73.963244		http://www.metmuseum.org/art/collection/search/744282			Distemper, England, Etching, London, Seafood, United Kingdom	#e9e2d8				8gHw34FhSgu3Lg	https://artsandculture.google.com/asset/billingsgate-market-auguste-charles-pugin-john-bluck-rudolph-ackermann-london-thomas-rowlandson/8gHw34FhSgu3Lg
256	Drawing from Life at the Royal Academy, Somerset House		Thomas Rowlandson|Rudolph Ackermann, London|John Bluck|Auguste Charles Pugin			January 1, 1808		Hand-colored etching and aquatint	Book	1.2363	1.24:1	Landscape					Sheet: 10 11/16 × 13 3/8 in. (27.1 × 34 cm) Plate: 9 1/4 × 11 1/4 in. (23.5 × 28.5 cm)	27.1	34.0			The Metropolitan Museum of Art	New York City, United States	http://www.metmuseum.org/	40.779437	-73.963244		http://www.metmuseum.org/art/collection/search/744391			Book, England, Etching, Ink, London, United Kingdom	#dbc8b6				3wECYLCFu2bxuA	https://artsandculture.google.com/asset/drawing-from-life-at-the-royal-academy-somerset-house-thomas-rowlandson-rudolph-ackermann-london-john-bluck-auguste-charles-pugin/3wECYLCFu2bxuA
255	One Tree Hill, Greenwich Park		Thomas Rowlandson			1802		hand-colored etching		1.3953	1.40:1	Landscape	3000	2150	6.45	2						National Gallery of Art, Washington DC	Washington, DC, United States	http://www.nga.gov/	38.891298	-77.019965			CC0	Neoclassicism	Etching, Pigment	#d9c69e				twEGkxwDdhAPTg	https://artsandculture.google.com/asset/one-tree-hill-greenwich-park-thomas-rowlandson/twEGkxwDdhAPTg
254	The brilliants		Thomas ROWLANDSON	1756 - 1827	Britain	c.1801		pen & ink, watercolour, pencil on paper	Watercolour	1.4846	3:2 (Classic 35mm)	Landscape					w44.5 x h30 cm (sheet)	30.0	44.5			Art Gallery of South Australia	Adelaide, Australia	https://www.agsa.sa.gov.au/	-34.920922	138.603997		Art Gallery of South Australia	A.R. Ragless Bequest Fund 1960	Rococo	Ink, Pen, Pencil, Watercolor painting	#cfbca1				LgHDNKCtQhXNkQ	https://artsandculture.google.com/asset/the-brilliants-thomas-rowlandson/LgHDNKCtQhXNkQ
253	The Mint		Auguste Charles Pugin|John Bluck|Rudolph Ackermann, London|Thomas Rowlandson			February 1, 1809		Hand-colored etching and aquatint	Print	1.2194	1.22:1	Landscape					Sheet (trimmed): 9 5/16 × 11 1/8 in. (23.6 × 28.3 cm) Plate: 8 3/4 × 10 5/8 in. (22.3 × 27 cm)	23.6	28.3			The Metropolitan Museum of Art	New York City, United States	http://www.metmuseum.org/	40.779437	-73.963244		http://www.metmuseum.org/art/collection/search/744538			Distemper, Dye, Etching	#7a7068				7wGZaLTtNYzxeA	https://artsandculture.google.com/asset/the-mint-auguste-charles-pugin-john-bluck-rudolph-ackermann-london-thomas-rowlandson/7wGZaLTtNYzxeA
252	Frontispiece		Thomas Rowlandson			1814-1816			Prints	0.6188	0.62:1	Portrait					1827					Davison Art Center, Wesleyan University	Middletown, United States	http://www.wesleyan.edu/dac/	41.55833	-72.65619	1974.2.2.1				Ink, Watercolor painting	#d9bfa5				dwHlWCAmJB9v_A	https://artsandculture.google.com/asset/frontispiece-thomas-rowlandson/dwHlWCAmJB9v_A
251	Coal Exchange		John Hill|Thomas Rowlandson|Rudolph Ackermann, London|Auguste Charles Pugin			May 1, 1808		Hand-colored etching and aquatint	Print	1.2105	1.21:1	Landscape					Sheet: 9 7/16 × 11 7/16 in. (23.9 × 29 cm) Plate: 9 1/16 in. × 11 in. (23 × 28 cm)	23.9	29.0			The Metropolitan Museum of Art	New York City, United States	http://www.metmuseum.org/	40.779437	-73.963244		http://www.metmuseum.org/art/collection/search/744254			Dye, Etching	#eae4da				WAG7hgzrBHi21Q	https://artsandculture.google.com/asset/coal-exchange-john-hill-thomas-rowlandson-rudolph-ackermann-london-auguste-charles-pugin/WAG7hgzrBHi21Q
250	The Proserpine at anchor in Venice		Louis François Cassas					Black chalk, with framing lines in red chalk.	Drawing	2.0182	2:1 (Univisium)	Panoramic (Landscape)					Sheet: 7 × 12 1/4 in. (17.8 × 31.1 cm)	17.8	31.1			The Metropolitan Museum of Art	New York City, United States	http://www.metmuseum.org/	40.779437	-73.963244		http://www.metmuseum.org/art/collection/search/654263			Chalk, Charcoal, Drawing, Graphite, Italy, Pigment, Sailing ship, Sanguine, Venice					KQFWkSqNm2iBBw	https://artsandculture.google.com/asset/the-proserpine-at-anchor-in-venice-louis-fran%C3%A7ois-cassas/KQFWkSqNm2iBBw
249	Designs for a Chimney-piece for Richard Barwell's Drawing Room at Esher, Surrey		Sir William Chambers			ca. 1760s		Pen, ink and wash	Drawing ; Ornament and Architecture	1.2113	1.21:1	Landscape					sheet: 10 1/16 x 12 in. (25.5 x 30.5 cm)	25.5	30.5			The Metropolitan Museum of Art	New York City, United States	http://www.metmuseum.org/	40.779437	-73.963244		http://www.metmuseum.org/art/collection/search/384143			Drawing, England, Furniture, Ink, Pen, United Kingdom	#052202				oAHNYwn2tukTNA	https://artsandculture.google.com/asset/designs-for-a-chimney-piece-for-richard-barwell-s-drawing-room-at-esher-surrey-sir-william-chambers/oAHNYwn2tukTNA
248	Three-tiered Clothes Chest		unknown			Republic of Korea/Joseon Dynasty		Wood	Housing/Daily Supplies/Family Heirloom Item/Furniture/Chest	0.7244	3:4 (Portrait)	Portrait	2963	4090	12.12	1	Height 167.4 Length 52.3 Width 108.2					National Folk Museum of Korea	Seoul, South Korea	http://www.nfm.go.kr	37.581923	126.979046					Brass, Furniture, Metal, Wood	#e8e7e7				FQH4P682Zk_Pyg	https://artsandculture.google.com/asset/three-tiered-clothes-chest-unknown/FQH4P682Zk_Pyg
247	Dressing table		George A. Schastey|George A. Schastey & Co.					Satinwood, purpleheart, mother-of-pearl, brass, silver-plated brass, and original upholstery	Dressing table	0.7499	3:4 (Portrait)	Portrait					30 1/2 × 30 5/8 × 22 1/2 in. (77.5 × 77.8 × 57.2 cm)	77.5	77.8	57.2		The Metropolitan Museum of Art	New York City, United States	http://www.metmuseum.org/	40.779437	-73.963244		http://www.metmuseum.org/art/collection/search/19776			Brass, Furniture, Interior design, Metal, Nacre, Silver, Table, Wood					agGN63-wbqg-GQ	https://artsandculture.google.com/asset/dressing-table-george-a-schastey-george-a-schastey-co/agGN63-wbqg-GQ
246	Design for Café-Restaurant, Paris World Fair		Lazar Khidekel (1904-1986)			1937	Leningrad (now St. Petersburg)	period photograph	architectural design	1.6516	1.65:1	Landscape										Lazar Khidekel Society	New York, United States	http://russianamericanculture.com/	40.768814	-73.950876			Khidekel Family Archive & Collection, New York	Suprematism	Architecture, France, Ink, Paris, Photograph, Photographic paper	#f1ecd8				bgG5fBDoMQsXlQ	https://artsandculture.google.com/asset/design-for-caf%C3%A9-restaurant-paris-world-fair-lazar-khidekel-1904-1986/bgG5fBDoMQsXlQ
245	Suprematist Composition with Blue Square		Lazar Khidekel (1904-1986, painter and architect)			1921		India ink, watercolor, pencil on paper		0.9971	1:1 (Square)	Square	2793	2801	7.82	1	7.2 x 7.2 ins (18.4 x 18.4 cm)	18.4	18.4		385.6	Lazar Khidekel Society	New York, United States	http://russianamericanculture.com/	40.768814	-73.950876		http://www.russianamericanculture.com/lazar-khidekel-society/		Suprematism	Architecture, Geometry, India ink, Ink, Pencil, Watercolor painting	#e3ceac				YQG0LOQZpI8GVw	https://artsandculture.google.com/asset/suprematist-composition-with-blue-square-lazar-khidekel-1904-1986-painter-and-architect/YQG0LOQZpI8GVw
244	Lazar Khidekel and Suprematism. Book Cover		Regina Khidekel, editor			2014	Munich, New York, London		book	0.8002	0.80:1	Portrait										Lazar Khidekel Society	New York, United States	http://russianamericanculture.com/	40.768814	-73.950876			Prestel Publishing Ink, Khidekel Family Archive & Collection, New York		Belarus, Book, Viciebsk, Vitsebsk District	#f4b533				egEx_65kHa6O1w	https://artsandculture.google.com/asset/lazar-khidekel-and-suprematism-book-cover-regina-khidekel-editor/egEx_65kHa6O1w
243	Composition (Red-Black-Gold)		Liubov Sergeievna Popova	1889 - 1924		1920			Painting / Collage	0.7769	3:4 (Portrait)	Portrait					23,2 x 29 cm	2.0	29.0			Museu Coleção Berardo	Lisboa / Lisbon, Portugal	http://www.museuberardo.pt/	38.695874	-9.209091		http://en.museuberardo.pt/collection/works/989		Modern art, Suprematism	Pigment, Pottery, Watercolor painting	#c5b7a1				0QGD5fSsbfSNzw	https://artsandculture.google.com/asset/composition-red-black-gold-liubov-sergeievna-popova/0QGD5fSsbfSNzw
242	Home is a Foreign Place		Zarina	1937/2020	American	1999		Portfolio of 36 woodcut chine collé with Urdu text printed on paper and mounted on paper		0.812	0.81:1	Portrait					frontispiece (a): 11 × 8 1/2 in. (27.9 × 21.6 cm) image (b-mm): 8 × 6 in. (20.3 × 15.2 cm) sheet (b-mm): 16 1/8 × 13 1/8 in. (41 × 33.3 cm) box (nn): 17 1/2 × 14 1/2 × 1 3/4 in. (44.5 × 36.8 × 4.4 cm)	27.9	21.6			The Metropolitan Museum of Art	New York City, United States	http://www.metmuseum.org/	40.779437	-73.963244	2013.565a–nn		© Zarina Hashmi		Ink, Pottery	#f6f4ed				0wEJygpbV2rKrg	https://artsandculture.google.com/asset/home-is-a-foreign-place-zarina/0wEJygpbV2rKrg
241	The Smoking Room		Erik Lernestål			2015/2015	Stockholm, Sweden			1.7776	16:9 (Widescreen)	Landscape	5420	3049	16.53	1						Hallwyl Museum	Stockholm, Sweden	http://www.hallwylskamuseet.se/	59.333141	18.074542		The Hallwyl Musuem	CC BY			#170e0a				rAH6hEDQkJV1-A	https://artsandculture.google.com/asset/the-smoking-room-erik-lernest%C3%A5l/rAH6hEDQkJV1-A
240	Engraving of H.M.S. Challenger preparing to sound, 1872.					1895				1.4217	1.42:1	Landscape										Queensland Museum	Brisbane, Australia	https://www.museum.qld.gov.au/	-27.473109	153.018189					Edinburgh, Engraving, Invention, Sailing ship, Scotland, United Kingdom	#f3e8d0				_QFq5Z9I5d-aHg	https://artsandculture.google.com/asset/engraving-of-h-m-s-challenger-preparing-to-sound-1872/_QFq5Z9I5d-aHg
239	Plate 10: 'The ancient Capitol ascended by approximately one hundred steps [...]' (Campidoglio antico a cui si ascendeva per circa cento gradini [...]), from the series 'Part one of architecture and perspectives: drawn and etched by Gio. Batt'a Piranesi, Venetian Architect: dedicated to Nicola Giobbe' (Prima parte di Architetture, e prospettive inventate, ed incise da Gio. Batt'a Piranesi Architetto Veneziano dedicate al Sig. Nicola Giobbe)		Giovanni Battista Piranesi			1743		Etching	Print	1.36	4:3 (Standard)	Landscape					Sheet: 10 5/8 x 14 7/16 in. (27 x 36.6 cm)	27.0	36.6			The Metropolitan Museum of Art	New York City, United States	http://www.metmuseum.org/	40.779437	-73.963244		http://www.metmuseum.org/art/collection/search/416034			Architecture, Engraving, Etching	#e9e3d8				TwFwgkiRg74vCA	https://artsandculture.google.com/asset/plate-10-the-ancient-capitol-ascended-by-approximately-one-hundred-steps-campidoglio-antico-a-cui-si-ascendeva-per-circa-cento-gradini-from-the-series-part-one-of-architecture-and-perspectives-drawn-and-etched-by-gio-batt-a-piranesi-venetian-architect-dedicated-to-nicola-giobbe-prima-parte-di-architetture-e-prospettive-inventate-ed-incise-da-gio-batt-a-piranesi-architetto-veneziano-dedicate-al-sig-nicola-giobbe-giovanni-battista-piranesi/TwFwgkiRg74vCA
238	Interior of a Salon		Vladislav Dmochowski			1840		Brush and watercolor and gouache on paper	Drawing	1.5023	3:2 (Classic 35mm)	Landscape					Frame H x W x D: 39.7 x 50.2 x 2.5 cm (15 5/8 x 19 3/4 x 1 in.)Sheet: 20.6 x 32.2 cm (8 1/8 x 12 11/16 in.)	39.7	50.2	2.5		Cooper Hewitt, Smithsonian Design Museum	New York, United States	http://www.cooperhewitt.org/	40.784396	-73.957873			Thaw Collection		Drawing, Gouache, Watercolor painting	#d7c1a6				2wF5Ee5tcsgZ1w	https://artsandculture.google.com/asset/interior-of-a-salon-vladislav-dmochowski/2wF5Ee5tcsgZ1w
