index	title	subtitle	asset_id	link
672	Table	Franz Ehrlich	SwGmb7dM31XmKA	https://artsandculture.google.com/asset/table-franz-ehrlich/SwGmb7dM31XmKA
671	BOOKSHELF	Reinhold Rossig	ZAFyG_CA9AFGcQ	https://artsandculture.google.com/asset/bookshelf-reinhold-rossig/ZAFyG_CA9AFGcQ
670	STUDY WITH DESK	Reinhold Rossig	iwESrsM42WwbFg	https://artsandculture.google.com/asset/study-with-desk-reinhold-rossig/iwESrsM42WwbFg
669	Blueprint of Dining Room	Howard L. Rich	3QHczKaGLq8EVQ	https://artsandculture.google.com/asset/blueprint-of-dining-room-howard-l-rich/3QHczKaGLq8EVQ
668	Untitled (Chest of drawers)	Reinhold Rossig	NQEA3Xttt3LuQQ	https://artsandculture.google.com/asset/untitled-chest-of-drawers-reinhold-rossig/NQEA3Xttt3LuQQ
667	LIVING ROOM CABINET	Franz Ehrlich	WgEaI-n5ZUqzXw	https://artsandculture.google.com/asset/living-room-cabinet-franz-ehrlich/WgEaI-n5ZUqzXw
666	OPEN SHELF AS A ROOM DIVIDER (Baumann House, Berlin)	Franz Ehrlich	2AH9669hQtNVuw	https://artsandculture.google.com/asset/open-shelf-as-a-room-divider-baumann-house-berlin-franz-ehrlich/2AH9669hQtNVuw
665	OPEN SHELF AS A ROOM DIVIDER	Franz Ehrlich	5wEHGyjIwfpcgg	https://artsandculture.google.com/asset/open-shelf-as-a-room-divider-franz-ehrlich/5wEHGyjIwfpcgg
664	CABINET DISPLAY CASE	Franz Ehrlich	DgEdHvY6xEjSUg	https://artsandculture.google.com/asset/cabinet-display-case-franz-ehrlich/DgEdHvY6xEjSUg
663	Untitled (Design for a chair)	Reinhold Rossig	iwFB-wZNw4Qcyg	https://artsandculture.google.com/asset/untitled-design-for-a-chair-reinhold-rossig/iwFB-wZNw4Qcyg
662	Untitled (Furniture design)	Reinhold Rossig	DwGTHDcJNR90WA	https://artsandculture.google.com/asset/untitled-furniture-design-reinhold-rossig/DwGTHDcJNR90WA
661	CONFERENCE ROOM FLOOR PLAN AND WALLS (for trade Policy Department of the GDR in Brussels?)	Franz Ehrlich	SwG-2CPI-MS2tA	https://artsandculture.google.com/asset/conference-room-floor-plan-and-walls-for-trade-policy-department-of-the-gdr-in-brussels-franz-ehrlich/SwG-2CPI-MS2tA
660	TRAVEL POINT FLOOR PLAN AND VIEWS (for Trade Policy Department of the GDR in Brussels?)	Franz Ehrlich	LAFjtyQkUkTLXg	https://artsandculture.google.com/asset/travel-point-floor-plan-and-views-for-trade-policy-department-of-the-gdr-in-brussels-franz-ehrlich/LAFjtyQkUkTLXg
659	ROOM M WALLS	Franz Ehrlich	bgEA3ko0Sl2TfQ	https://artsandculture.google.com/asset/room-m-walls-franz-ehrlich/bgEA3ko0Sl2TfQ
658	WORKROOM F.W. WINDOW AND REAR WALL	Franz Ehrlich	fwFYm6hd7ZP8UA	https://artsandculture.google.com/asset/workroom-f-w-window-and-rear-wall-franz-ehrlich/fwFYm6hd7ZP8UA
657	DRAWING HALL / DRAWING TABLES / WALL A	Franz Ehrlich	0AEkI8buiTrBpw	https://artsandculture.google.com/asset/drawing-hall-drawing-tables-wall-a-franz-ehrlich/0AEkI8buiTrBpw
656	Saint Roch	Carlo Crivelli	AwENrW5JE7r_qw	https://artsandculture.google.com/asset/saint-roch-carlo-crivelli/AwENrW5JE7r_qw
655	Drawings of Saturn and a solar eclipse	Johannes Hevelius (1611-1687)	6QEgTSnmSZ_qAQ	https://artsandculture.google.com/asset/drawings-of-saturn-and-a-solar-eclipse-johannes-hevelius-1611-1687/6QEgTSnmSZ_qAQ
654	Views of Greenwich Observatory	Jonas Moore (1617-1679)	4AF7LEJ3XuXmWw	https://artsandculture.google.com/asset/views-of-greenwich-observatory-jonas-moore-1617-1679/4AF7LEJ3XuXmWw
653	Telescope at Gresham College	Robert Hooke (1635-1703)	awE9Yug7kqGfvQ	https://artsandculture.google.com/asset/telescope-at-gresham-college-robert-hooke-1635-1703/awE9Yug7kqGfvQ
652	The Moon in its First Quarter	Claude Mellan	xgFdSzecQdCMQQ	https://artsandculture.google.com/asset/the-moon-in-its-first-quarter-claude-mellan/xgFdSzecQdCMQQ
651	Illustration of a constellation from Galileo's Siderius Nuncius	Galileo Galilei (1564-1642)	uAGeN5fC5QZh4w	https://artsandculture.google.com/asset/illustration-of-a-constellation-from-galileo-s-siderius-nuncius-galileo-galilei-1564-1642/uAGeN5fC5QZh4w
650	Surgical instruments stored at Blythe House	Kevin Percival	dwFz0xBJiMoJUQ	https://artsandculture.google.com/asset/surgical-instruments-stored-at-blythe-house-kevin-percival/dwFz0xBJiMoJUQ
649	A huge wall-mounted toolkit	Zoltan Glass	ywH2_3SpN4TXNQ	https://artsandculture.google.com/asset/a-huge-wall-mounted-toolkit-zoltan-glass/ywH2_3SpN4TXNQ
648	Illustration of four men, each made up of tools of their trade	Unattributed	3gF9EsPLynUQJg	https://artsandculture.google.com/asset/illustration-of-four-men-each-made-up-of-tools-of-their-trade-unattributed/3gF9EsPLynUQJg
647	Brass Planispheric Astrolabe	Hamid ibn al-Khidr al-Khujandi, Iran or Iraq, 10th century	CwGJqqTQiK2tFg	https://artsandculture.google.com/asset/brass-planispheric-astrolabe-hamid-ibn-al-khidr-al-khujandi-iran-or-iraq-10th-century/CwGJqqTQiK2tFg
646	Saturno, Giove, Marte e Venere con le proprie fasi	Galilei, Galileo 1564-1642	yQFcrowW-uJ1Rw	https://artsandculture.google.com/asset/saturno-giove-marte-e-venere-con-le-proprie-fasi-galilei-galileo-1564-1642/yQFcrowW-uJ1Rw
645	Seconda parte del disegno raffigurante la costellazione delle Pleiadi, come vista da Galileo con il telescopio	Galilei, Galileo 1564-1642	RQHOe0SxKoBGxA	https://artsandculture.google.com/asset/seconda-parte-del-disegno-raffigurante-la-costellazione-delle-pleiadi-come-vista-da-galileo-con-il-telescopio-galilei-galileo-1564-1642/RQHOe0SxKoBGxA
644	Figure 48: Section of Chambers for Manufacture of Sulfuric Acid	Appleton, John Howard, 1844-1930	3AFqOFMHWr73PA	https://artsandculture.google.com/asset/figure-48-section-of-chambers-for-manufacture-of-sulfuric-acid-appleton-john-howard-1844-1930/3AFqOFMHWr73PA
643	Figure 90. Machinery for Filling Bottles with Artificial Mineral Waters	Appleton, John Howard, 1844-1930	RgF0Cum_EV_vlw	https://artsandculture.google.com/asset/figure-90-machinery-for-filling-bottles-with-artificial-mineral-waters-appleton-john-howard-1844-1930/RgF0Cum_EV_vlw
642	A chemist's work bench	Appleton, John Howard, 1844-1930	uwG6RZsV2JgSwQ	https://artsandculture.google.com/asset/a-chemist-s-work-bench-appleton-john-howard-1844-1930/uwG6RZsV2JgSwQ
641	Handbill re a dramatic tragedy by H. Walker, `The		CAFC0SENOpOjrw	https://artsandculture.google.com/asset/handbill-re-a-dramatic-tragedy-by-h-walker-the/CAFC0SENOpOjrw
640	Portrait of Sir Humphry Davy	Appleton, John Howard, 1844-1930	RAG6ae6fKwh8wA	https://artsandculture.google.com/asset/portrait-of-sir-humphry-davy-appleton-john-howard-1844-1930/RAG6ae6fKwh8wA
639	Antiquities on Freud's desk	Photographer: Karolina Urbaniak	7wEP_lUtTGk-zg	https://artsandculture.google.com/asset/antiquities-on-freud-s-desk-photographer-karolina-urbaniak/7wEP_lUtTGk-zg
638	Curator looking at an Ethiopian magic book showing amulet designs		AAGaXS7rPpd1VQ	https://artsandculture.google.com/asset/curator-looking-at-an-ethiopian-magic-book-showing-amulet-designs/AAGaXS7rPpd1VQ
637	A Discourse of Witchcraft as it was Acted in the Family of Mr. Edward Fairfax of Fuystone		jgG6iO1Xs8cVtw	https://artsandculture.google.com/asset/a-discourse-of-witchcraft-as-it-was-acted-in-the-family-of-mr-edward-fairfax-of-fuystone/jgG6iO1Xs8cVtw
636	Ulrich Molitor, De laniis et phitonicis mulieribus ad illustrissimum principem dominum Sigismundum archiducem Austrie tractatus pulcherrimus		FQF6N6oiEaDxlw	https://artsandculture.google.com/asset/ulrich-molitor-de-laniis-et-phitonicis-mulieribus-ad-illustrissimum-principem-dominum-sigismundum-archiducem-austrie-tractatus-pulcherrimus/FQF6N6oiEaDxlw
635	Brujas à volar (Witches Preparing to Fly) [verso]	Francisco Goya	mAH85SqIS10wJg	https://artsandculture.google.com/asset/brujas-%C3%A0-volar-witches-preparing-to-fly-verso-francisco-goya/mAH85SqIS10wJg
634	Scenes of Witchcraft: Evening	Salvator Rosa (Italian, 1615–1673)	3wEwpU0XHSprAw	https://artsandculture.google.com/asset/scenes-of-witchcraft-evening-salvator-rosa-italian-1615%E2%80%931673/3wEwpU0XHSprAw
633	The History of the Lancashire Witches		xQG1gysuH-wfrw	https://artsandculture.google.com/asset/the-history-of-the-lancashire-witches/xQG1gysuH-wfrw
632	The Dance of the Witches		aQEb2and5hHtiA	https://artsandculture.google.com/asset/the-dance-of-the-witches/aQEb2and5hHtiA
631	Utagawa Kuniyoshi, Princess Takiyasha summons a skeleton spectre to frighten Mitsukuni, a triptych of colour woodblock prints		pAHkQ47p8__wuQ	https://artsandculture.google.com/asset/utagawa-kuniyoshi-princess-takiyasha-summons-a-skeleton-spectre-to-frighten-mitsukuni-a-triptych-of-colour-woodblock-prints/pAHkQ47p8__wuQ
630	Head of a Skeleton with a Burning Cigarette	Vincent van Gogh	hQGZa2I9Xi6lpA	https://artsandculture.google.com/asset/head-of-a-skeleton-with-a-burning-cigarette-vincent-van-gogh/hQGZa2I9Xi6lpA
629	The Temptation of Saint Anthony	Joos van Craesbeeck	5QFZrP_A46ZgQw	https://artsandculture.google.com/asset/the-temptation-of-saint-anthony-joos-van-craesbeeck/5QFZrP_A46ZgQw
628	The Nightmare	Henry Fuseli	IwFwTbrht4QzgA	https://artsandculture.google.com/asset/the-nightmare-henry-fuseli/IwFwTbrht4QzgA
627	The Menin Road	Nash, Paul	xgGqbWfG3EBd0A	https://artsandculture.google.com/asset/the-menin-road-nash-paul/xgGqbWfG3EBd0A
626	A Burial at Ornans		jwESwQ4qvb87oQ	https://artsandculture.google.com/asset/a-burial-at-ornans/jwESwQ4qvb87oQ
625	Abbey among Oak Trees	Caspar David Friedrich	UAEmmuxqtNUt-g	https://artsandculture.google.com/asset/abbey-among-oak-trees-caspar-david-friedrich/UAEmmuxqtNUt-g
624	An exploded cauldron		mQHgTGUx5CfXmg	https://artsandculture.google.com/asset/an-exploded-cauldron/mQHgTGUx5CfXmg
623	Still Life with Pumpkin, Plums, Cherries, Figs and Jug	Théodule-Augustin Ribot	AwHPATI2IO1qfw	https://artsandculture.google.com/asset/still-life-with-pumpkin-plums-cherries-figs-and-jug-th%C3%A9odule-augustin-ribot/AwHPATI2IO1qfw
622	Scene of Three Witches from Shakespeare's Macbeth	George Cattermole, 1800–1868, British	vQFqKOQtU6GxBA	https://artsandculture.google.com/asset/scene-of-three-witches-from-shakespeare-s-macbeth-george-cattermole-1800%E2%80%931868-british/vQFqKOQtU6GxBA
621	Witches' Sabbath	Francisco de Goya y Lucientes	kAFyfuppyHHyBw	https://artsandculture.google.com/asset/witches-sabbath-francisco-de-goya-y-lucientes/kAFyfuppyHHyBw
620	Green Distorted Square-Circle	Robert Mangold	LgE51A7mU8Ba3w	https://artsandculture.google.com/asset/green-distorted-square-circle-robert-mangold/LgE51A7mU8Ba3w
619	Distorted Cubes Bozuk Küpler	Sol Lewitt	qwGPe_hpyiQ1Yw	https://artsandculture.google.com/asset/distorted-cubes-bozuk-k%C3%BCpler-sol-lewitt/qwGPe_hpyiQ1Yw
618	Kinetic Element	Lazar Khidekel (1904-1986, painter and architect)	hwEMYlLzPDeZ1A	https://artsandculture.google.com/asset/kinetic-element-lazar-khidekel-1904-1986-painter-and-architect/hwEMYlLzPDeZ1A
617	Black Suprematism: Motion	Lazar Khidekel (1904-1986, painter and architect)	egFquG108QTmAw	https://artsandculture.google.com/asset/black-suprematism-motion-lazar-khidekel-1904-1986-painter-and-architect/egFquG108QTmAw
616	Stage Design: Palace Interior		QQEM-bge0zTf-w	https://artsandculture.google.com/asset/stage-design-palace-interior/QQEM-bge0zTf-w
615	Don Quixote Series: Sancho Panza Lying Down	Candido Portinari	6QHDrvP0kEwaZw	https://artsandculture.google.com/asset/don-quixote-series-sancho-panza-lying-down-candido-portinari/6QHDrvP0kEwaZw
614	Wendingen	El Lissitzky	4gERQNI7MnB-xQ	https://artsandculture.google.com/asset/wendingen-el-lissitzky/4gERQNI7MnB-xQ
613	Suprematist Study of Color and Form	Ivan Kliun	dAECmp1_pexHcw	https://artsandculture.google.com/asset/suprematist-study-of-color-and-form-ivan-kliun/dAECmp1_pexHcw
612	Floating Forms	Lazar Khidekel (1904-1986, painter and architect)	jgGVU73hzFEebQ	https://artsandculture.google.com/asset/floating-forms-lazar-khidekel-1904-1986-painter-and-architect/jgGVU73hzFEebQ
611	Black Suprematism: Circular Movement	Lazar Khidekel (1904-1986, painter and architect)	EgGUFLHbrnBEew	https://artsandculture.google.com/asset/black-suprematism-circular-movement-lazar-khidekel-1904-1986-painter-and-architect/EgGUFLHbrnBEew
610	Cube-Secrecy 04-612	Kim, Jai Kwan	OAGbqC6Afok8LA	https://artsandculture.google.com/asset/cube-secrecy-04-612-kim-jai-kwan/OAGbqC6Afok8LA
609	Badminton, Drawing of an Arch RP/1/1/2/4	Russell Page	3gEFudGretwtxA	https://artsandculture.google.com/asset/badminton-drawing-of-an-arch-rp-1-1-2-4-russell-page/3gEFudGretwtxA
608	21_21 DESIGN SIGHT	Tadao Ando	EAEFq9cOL1-Z3A	https://artsandculture.google.com/asset/21-21-design-sight-tadao-ando/EAEFq9cOL1-Z3A
607	DOG VIEW		BwGuHm5HApnrdA	https://artsandculture.google.com/asset/dog-view/BwGuHm5HApnrdA
606	Suprematism		7gFr9friECE5NA	https://artsandculture.google.com/asset/suprematism/7gFr9friECE5NA
605	The Frick Collection, General Garden Layout RP/1/14/15/4	Russell Page	_QHcInNNC224gA	https://artsandculture.google.com/asset/the-frick-collection-general-garden-layout-rp-1-14-15-4-russell-page/_QHcInNNC224gA
604	Cube-Secrecy 04-086	Kim, Jai Kwan	UQF1W9E546grzA	https://artsandculture.google.com/asset/cube-secrecy-04-086-kim-jai-kwan/UQF1W9E546grzA
603	Stage Design, View into Palace		jQG3Yho_NR9iSA	https://artsandculture.google.com/asset/stage-design-view-into-palace/jQG3Yho_NR9iSA
602	Welcome to Mapperton House & Gardens!	Mapperton	xQEoZI5yehd96g	https://artsandculture.google.com/asset/welcome-to-mapperton-house-gardens-mapperton/xQEoZI5yehd96g
601	The South West end of the garden at Plas Brondanw	Plas Brondanw	2wHG3FkbELUxUg	https://artsandculture.google.com/asset/the-south-west-end-of-the-garden-at-plas-brondanw-plas-brondanw/2wHG3FkbELUxUg
600	Jekyll's planting scheme for West Rill.		-gHpPAZmXJYKxA	https://artsandculture.google.com/asset/jekyll-s-planting-scheme-for-west-rill/-gHpPAZmXJYKxA
599	Coloured plan by Gertrude Jekyll: Hestercombe Wall facing East; with borders & rill on higher level [West Rill & West Plat Border] nd [c. 1906].		YwEevSDEc1upKQ	https://artsandculture.google.com/asset/coloured-plan-by-gertrude-jekyll-hestercombe-wall-facing-east-with-borders-rill-on-higher-level-west-rill-west-plat-border-nd-c-1906/YwEevSDEc1upKQ
598	Privy Garden		QAHW6478njTsXw	https://artsandculture.google.com/asset/privy-garden/QAHW6478njTsXw
597	Back Garden Designs from The New Illustrated Gardening Encyclopaedia	Unknown	eAG4Y_ERYgG77A	https://artsandculture.google.com/asset/back-garden-designs-from-the-new-illustrated-gardening-encyclopaedia-unknown/eAG4Y_ERYgG77A
596	Plans for a revived garden by Catherine FitzGerald	Glenarm Castle	jQH-yIO8k0zxXQ	https://artsandculture.google.com/asset/plans-for-a-revived-garden-by-catherine-fitzgerald-glenarm-castle/jQH-yIO8k0zxXQ
595	Hedges break up the view at Glenarm Castle Walled Garden	Glenarm Castle	XgE8JE4uveuI_g	https://artsandculture.google.com/asset/hedges-break-up-the-view-at-glenarm-castle-walled-garden-glenarm-castle/XgE8JE4uveuI_g
594	The goddess Flora stands between the garden and the view	Plas Brondanw	aQFRHXrICje4fQ	https://artsandculture.google.com/asset/the-goddess-flora-stands-between-the-garden-and-the-view-plas-brondanw/aQFRHXrICje4fQ
593	The formal gardens at Kenilworth Castle		eAFyralNmu4cJw	https://artsandculture.google.com/asset/the-formal-gardens-at-kenilworth-castle/eAFyralNmu4cJw
592	The Frick Collection, Drawing of Garden RP/1/14/15/13	Russell Page	TAFziNbp1AIJew	https://artsandculture.google.com/asset/the-frick-collection-drawing-of-garden-rp-1-14-15-13-russell-page/TAFziNbp1AIJew
591	The Sunken Garden, Kensington Palace		iAHd_bQC9G6yjQ	https://artsandculture.google.com/asset/the-sunken-garden-kensington-palace/iAHd_bQC9G6yjQ
590	Her Majesties Royal Palace at Kensington		NAE_A4-dChj0XA	https://artsandculture.google.com/asset/her-majesties-royal-palace-at-kensington/NAE_A4-dChj0XA
589	18th century engraving of view of gardens, Hampton Court Palace		WgEwGus2IJfNKw	https://artsandculture.google.com/asset/18th-century-engraving-of-view-of-gardens-hampton-court-palace/WgEwGus2IJfNKw
588	21_21 DESIGN SIGHT	Tadao Ando	awEQ3l1eeJEnIA	https://artsandculture.google.com/asset/21-21-design-sight-tadao-ando-and-photo-masaya-yoshimura/awEQ3l1eeJEnIA
587	Chichu Art Museum	Tadao Ando	cAFAKezl8yHceg	https://artsandculture.google.com/asset/chichu-art-museum-tadao-ando/cAFAKezl8yHceg
586	Chichu Art Museum	Tadao Ando	wgHIprh_kYt2LQ	https://artsandculture.google.com/asset/chichu-art-museum-tadao-ando/wgHIprh_kYt2LQ
585	Stage Design: Architectural Perspective		BQHTTo2o_vL4sg	https://artsandculture.google.com/asset/stage-design-architectural-perspective/BQHTTo2o_vL4sg
584	Sissinghurst Castle, Cranbrook, Kent	English Heritage	FwFzlPm6muN7rg	https://artsandculture.google.com/asset/sissinghurst-castle-cranbrook-kent-english-heritage/FwFzlPm6muN7rg
583	Kinetic Object	Abraham Palatnik	TgHzrA5o-SHHJQ	https://artsandculture.google.com/asset/kinetic-object-abraham-palatnik/TgHzrA5o-SHHJQ
582	UNO rules		iQEsR-m-MXL9Vg	https://artsandculture.google.com/asset/uno-rules/iQEsR-m-MXL9Vg
581	Trade sign	Unknown creator	TwEMWzXLhMF6Qg	https://artsandculture.google.com/asset/trade-sign-unknown-creator/TwEMWzXLhMF6Qg
580	Same Forest, Different Forest	Nam, Kyung Min	FgHLLNsMzju5oQ	https://artsandculture.google.com/asset/same-forest-different-forest-nam-kyung-min/FgHLLNsMzju5oQ
579	Mrs. Jenkins' Late Night Dinner in Her Room, Alone (While, Out in the Hall Leading to Her Room, Her Small Friends were Sleeping)	Donald Roller Wilson	mwEUgsia3_Of8w	https://artsandculture.google.com/asset/mrs-jenkins-late-night-dinner-in-her-room-alone-while-out-in-the-hall-leading-to-her-room-her-small-friends-were-sleeping-donald-roller-wilson/mwEUgsia3_Of8w
578	Cabinet	Ernest Gimson	PQE_pIkT_AHXHA	https://artsandculture.google.com/asset/cabinet-ernest-gimson/PQE_pIkT_AHXHA
577	Peasant Wedding	Pieter Bruegel the Elder	hgGvote2WI8P3w	https://artsandculture.google.com/asset/peasant-wedding-pieter-bruegel-the-elder/hgGvote2WI8P3w
576	Two Triangles within a Square #3	Robert Mangold	SgFF4E6tQTMjTg	https://artsandculture.google.com/asset/two-triangles-within-a-square-3-robert-mangold/SgFF4E6tQTMjTg
575	Untitled II	Robert Mangold	jQG8mDBUP9TWqQ	https://artsandculture.google.com/asset/untitled-ii-robert-mangold/jQG8mDBUP9TWqQ
574	Four Squares within a Circle	Robert Mangold	hQFgV4mvqsZljw	https://artsandculture.google.com/asset/four-squares-within-a-circle-robert-mangold/hQFgV4mvqsZljw
573	La muerte tocando guitarra		gwFVBC32n7k92Q	https://artsandculture.google.com/asset/la-muerte-tocando-guitarra/gwFVBC32n7k92Q
572	Children’s Games	Pieter Bruegel the Elder	CQEeZWQPOI2Yjg	https://artsandculture.google.com/asset/children%E2%80%99s-games-pieter-bruegel-the-elder/CQEeZWQPOI2Yjg
571	The Concert	Jan Vermeer	rQFBfEQQR7WNWA	https://artsandculture.google.com/asset/the-concert-jan-vermeer/rQFBfEQQR7WNWA
570	Queer artists		EwGSQVGPo5PrcA	https://artsandculture.google.com/asset/queer-artists/EwGSQVGPo5PrcA
569	A Man in a Black Cap	John Bettes	QQGHh8CTDo_TYA	https://artsandculture.google.com/asset/a-man-in-a-black-cap-john-bettes/QQGHh8CTDo_TYA
568	Kara Walker: Darkytown Rebellion, 2001	Kara Walker	3AGP-gbWUkKt8Q	https://artsandculture.google.com/asset/kara-walker-darkytown-rebellion-2001-kara-walker/3AGP-gbWUkKt8Q
567	Lion: A Newfoundland Dog		GAFQYDIYRqRX9g	https://artsandculture.google.com/asset/lion-a-newfoundland-dog/GAFQYDIYRqRX9g
566	Sin título		5gGIPY0bYI_DfQ	https://artsandculture.google.com/asset/sin-t%C3%ADtulo/5gGIPY0bYI_DfQ
565	Portrait of Giovanna Tornabuoni	Domenico Ghirlandaio	igFh0HgpLdzCXg	https://artsandculture.google.com/asset/portrait-of-giovanna-tornabuoni-domenico-ghirlandaio/igFh0HgpLdzCXg
564	"Sin título ""A-C"""		dgEkjBURd0DbaA	https://artsandculture.google.com/asset/sin-t%C3%ADtulo-a-c/dgEkjBURd0DbaA
563	Bowl of Apples on a Table	Henri Matisse	wAFI-ZgzqeplLA	https://artsandculture.google.com/asset/bowl-of-apples-on-a-table-henri-matisse/wAFI-ZgzqeplLA
562	The Painter and his Pug	William Hogarth	1AHBHUMVSfHpFg	https://artsandculture.google.com/asset/the-painter-and-his-pug-william-hogarth/1AHBHUMVSfHpFg
561	The Archdukes Albert and Isabella Visiting a Collector's Cabinet		ogH_NJF61Jjjmg	https://artsandculture.google.com/asset/the-archdukes-albert-and-isabella-visiting-a-collector-s-cabinet/ogH_NJF61Jjjmg
560	Portrait of a Boy in Fancy Dress	Nicolas de Largillierre	fgHgt_n9gWko8A	https://artsandculture.google.com/asset/portrait-of-a-boy-in-fancy-dress-nicolas-de-largillierre/fgHgt_n9gWko8A
559	Classical Vase	Anonymous, British, 19th century	rwGCpfCZvvcaoA	https://artsandculture.google.com/asset/classical-vase-anonymous-british-19th-century/rwGCpfCZvvcaoA
558	An elegantly dressed male and female skeleton arm in arm (vignette for the feast of the dead)	José Guadalupe Posada	RgEsUPywETGWkA	https://artsandculture.google.com/asset/an-elegantly-dressed-male-and-female-skeleton-arm-in-arm-vignette-for-the-feast-of-the-dead-jos%C3%A9-guadalupe-posada/RgEsUPywETGWkA
557	Hase	Albrecht Dürer	1QHEnzUGYMDG_w	https://artsandculture.google.com/asset/hase-albrecht-d%C3%BCrer/1QHEnzUGYMDG_w
556	Untitled (Design sketch for a building, view)	Franz Ehrlich	NQEfSaWycvwvsw	https://artsandculture.google.com/asset/untitled-design-sketch-for-a-building-view-franz-ehrlich/NQEfSaWycvwvsw
555	Untitled (exercise from Wassily Kandinsky's theory of forms and colours classes)	Corona Krause	egGwiQLxZKwPag	https://artsandculture.google.com/asset/untitled-exercise-from-wassily-kandinsky-s-theory-of-forms-and-colours-classes-corona-krause/egGwiQLxZKwPag
554	Colour study red green (exercises from Wassily Kandinsky's theory of forms and colours classes)	Eduard Ludwig	NQEXH9JjUAmHUQ	https://artsandculture.google.com/asset/colour-study-red-green-exercises-from-wassily-kandinsky-s-theory-of-forms-and-colours-classes-eduard-ludwig/NQEXH9JjUAmHUQ
553	Allegory of Sculpture	Gustav Klimt	8AFZnRMMxIPKHw	https://artsandculture.google.com/asset/allegory-of-sculpture-gustav-klimt/8AFZnRMMxIPKHw
552	William Hogarth, Characters and Caricaturas, a print		mwFMmpWdHMiLUA	https://artsandculture.google.com/asset/william-hogarth-characters-and-caricaturas-a-print/mwFMmpWdHMiLUA
551	Cube-Secrecy 04-205	Kim, Jai Kwan	bAENkzk05TkTDA	https://artsandculture.google.com/asset/cube-secrecy-04-205-kim-jai-kwan/bAENkzk05TkTDA
550	"Sin título ""A"""		QQEGGGIwmT8a6A	https://artsandculture.google.com/asset/sin-t%C3%ADtulo-a/QQEGGGIwmT8a6A
549	Painting	Ralph BALSON	YgG2r2y-wUdyLA	https://artsandculture.google.com/asset/painting-ralph-balson/YgG2r2y-wUdyLA
548	Plate (folio 20) from 10 Origin	Sophie Taeuber-Arp	_AF6fZeBN828yQ	https://artsandculture.google.com/asset/plate-folio-20-from-10-origin-sophie-taeuber-arp/_AF6fZeBN828yQ
547	Multiplex D	Josef Albers	gQF0b3pfXFSo0w	https://artsandculture.google.com/asset/multiplex-d-josef-albers/gQF0b3pfXFSo0w
546	Estudo para bandeiras		zQFjG8fazeIcyQ	https://artsandculture.google.com/asset/estudo-para-bandeiras/zQFjG8fazeIcyQ
545	Untitled (Colour circle, six-part. Exercise from Wassily Kandinsky's theory of colours class)	Reinhold Rossig	5gH8yLNafHLOeQ	https://artsandculture.google.com/asset/untitled-colour-circle-six-part-exercise-from-wassily-kandinsky-s-theory-of-colours-class-reinhold-rossig/5gH8yLNafHLOeQ
544	Three Lithographs	Keith Haring	bgEGV8GC8slQ-Q	https://artsandculture.google.com/asset/three-lithographs-keith-haring/bgEGV8GC8slQ-Q
543	Untitled (Room view, representation in perspective)	Friedrich Engemann	VwHLxG5ixG2waQ	https://artsandculture.google.com/asset/untitled-room-view-representation-in-perspective-friedrich-engemann/VwHLxG5ixG2waQ
542	The Phoenix	Troost, Cornelis	UAHIt1OloAx38w	https://artsandculture.google.com/asset/the-phoenix-troost-cornelis/UAHIt1OloAx38w
541	Nude with two chairs	John Brack	PwGXpenClCLsYw	https://artsandculture.google.com/asset/nude-with-two-chairs-john-brack/PwGXpenClCLsYw
540	Colour contrasts red/blue. Exercise from Wassily Kandinsky's abstract theory of form classes, lectures on colour	Friedrich Engemann	igHeZePPsIS84w	https://artsandculture.google.com/asset/colour-contrasts-red-blue-exercise-from-wassily-kandinsky-s-abstract-theory-of-form-classes-lectures-on-colour-friedrich-engemann/igHeZePPsIS84w
539	Untitled (Colour scale. Exercise from Wassily Kandinsky's class)	Reinhold Rossig	JwESDNQTb5a4Ng	https://artsandculture.google.com/asset/untitled-colour-scale-exercise-from-wassily-kandinsky-s-class-reinhold-rossig/JwESDNQTb5a4Ng
538	Untitled (Abstract form elements and theory of colours, class records from Wassily Kandinsky's abstract form element classes)	August Agatz	BQFEBg7gjJaGZQ	https://artsandculture.google.com/asset/untitled-abstract-form-elements-and-theory-of-colours-class-records-from-wassily-kandinsky-s-abstract-form-element-classes-august-agatz/BQFEBg7gjJaGZQ
537	Untitled (Colour scale. Exercise from Wassily Kandinsky's theory of colours class)	Reinhold Rossig	egEvvwmW0lrpqg	https://artsandculture.google.com/asset/untitled-colour-scale-exercise-from-wassily-kandinsky-s-theory-of-colours-class-reinhold-rossig/egEvvwmW0lrpqg
536	"The ""Terrasse Renaissance"""	Château du Clos Lucé	zgEBcl3nMJD8Dg	https://artsandculture.google.com/asset/the-terrasse-renaissance-ch%C3%A2teau-du-clos-luc%C3%A9/zgEBcl3nMJD8Dg
535	The Perfect Watering Can from John Warner	John Warner & Sons	UAGVHF0auth3dQ	https://artsandculture.google.com/asset/the-perfect-watering-can-from-john-warner-john-warner-sons/UAGVHF0auth3dQ
534	Pocket District Railway map Jubilee edition	District Railway	wQFfSMeB3X3lOA	https://artsandculture.google.com/asset/pocket-district-railway-map-jubilee-edition-district-railway-and-w-j-adams-and-sons/wQFfSMeB3X3lOA
533	Interior of a Library	Unknown	ewGcmMU3L5Vvow	https://artsandculture.google.com/asset/interior-of-a-library-unknown/ewGcmMU3L5Vvow
