index	title	subtitle	asset_id	link
411	035. Bookplate. JIŘÍ JÍRAVA. Oil lamp.	Vladimír Suchánek	xgHi__c1XcND0g	https://artsandculture.google.com/asset/035-bookplate-ji%C5%98%C3%8D-j%C3%8Drava-oil-lamp-vladim%C3%ADr-such%C3%A1nek/xgHi__c1XcND0g
410	Manteneia II	Frank Stella	DgF8PW345Rvyew	https://artsandculture.google.com/asset/manteneia-ii-frank-stella/DgF8PW345Rvyew
409	Interior View of a Library in Gothic Style	Charles James Richardson	qAGAt-ni2zq5sQ	https://artsandculture.google.com/asset/interior-view-of-a-library-in-gothic-style-charles-james-richardson/qAGAt-ni2zq5sQ
408	Installation view of Trumpet Boy by Yinka Shonibare MBE, 2010 © Yinka Shonibare MBE. Photograph by Dan Weill Photography	Yinka Shonibare MBE	cgHnuMIwnAxgPQ	https://artsandculture.google.com/asset/installation-view-of-trumpet-boy-by-yinka-shonibare-mbe-2010-%C2%A9-yinka-shonibare-mbe-photograph-by-dan-weill-photography-yinka-shonibare-mbe/cgHnuMIwnAxgPQ
407	WORKTABLE	Franz Ehrlich	QgGF20uJIwXlLg	https://artsandculture.google.com/asset/worktable-franz-ehrlich/QgGF20uJIwXlLg
406	Bedroom in a Country Dacha	Unknown	mAGGKA9UkTRQUA	https://artsandculture.google.com/asset/bedroom-in-a-country-dacha-unknown/mAGGKA9UkTRQUA
405	William Hogarth, A Rake's Progress, plate 8, a print		3gFM-ArvtUWr5g	https://artsandculture.google.com/asset/william-hogarth-a-rake-s-progress-plate-8-a-print/3gFM-ArvtUWr5g
404	A French Restoration Bedroom	Bouilhet	DQHnRqh1K-xdAQ	https://artsandculture.google.com/asset/a-french-restoration-bedroom-bouilhet/DQHnRqh1K-xdAQ
403	Chair		2QFyRlDkK3Ax8w	https://artsandculture.google.com/asset/chair/2QFyRlDkK3Ax8w
402	Europa and the Winged Bird	Faith47	iAEHIRthJSnpEg	https://artsandculture.google.com/asset/europa-and-the-winged-bird-faith47/iAEHIRthJSnpEg
401	Miniature room, Modern Library	Otto Zenke	2wHGQiXhI6emww	https://artsandculture.google.com/asset/miniature-room-modern-library-otto-zenke/2wHGQiXhI6emww
400	Interior of a Man's Living Room	S. Tolstoi	MAHFTMKVznQPWA	https://artsandculture.google.com/asset/interior-of-a-man-s-living-room-s-tolstoi/MAHFTMKVznQPWA
399	An Interior	Mary Ellen Best	hQHHYrqRk7OFoQ	https://artsandculture.google.com/asset/an-interior-mary-ellen-best/hQHHYrqRk7OFoQ
398	Interior	Unknown	xQHJaA40W2Bdtg	https://artsandculture.google.com/asset/interior-unknown/xQHJaA40W2Bdtg
397	Stoel in een gewelfde kamer	Veelwaard, Daniël (I)	cQE-McqtHFq8Fw	https://artsandculture.google.com/asset/stoel-in-een-gewelfde-kamer-veelwaard-dani%C3%ABl-i/cQE-McqtHFq8Fw
396	Fakires	Julian Schnabel	AwHcYeGZ3wtOJQ	https://artsandculture.google.com/asset/fakires-julian-schnabel/AwHcYeGZ3wtOJQ
395	Virtus Marin I	Pablo Palazuelo	XgGLxHRwZXR9YA	https://artsandculture.google.com/asset/virtus-marin-i-pablo-palazuelo/XgGLxHRwZXR9YA
394	Sign I	Pablo Palazuelo	UQHd5pp2mmm9jg	https://artsandculture.google.com/asset/sign-i-pablo-palazuelo/UQHd5pp2mmm9jg
393	Bronze head of a Roman Emperor		OgHGEpwcNvb0Ng	https://artsandculture.google.com/asset/bronze-head-of-a-roman-emperor/OgHGEpwcNvb0Ng
392	Side table	Edward William Godwin	wQH70yqTicR1wA	https://artsandculture.google.com/asset/side-table-edward-william-godwin/wQH70yqTicR1wA
391	Sideboard	Edward William Godwin (British, 1833-1880)	AAEU4Wv1r2H0-g	https://artsandculture.google.com/asset/sideboard-edward-william-godwin-british-1833-1880-and-william-watt/AAEU4Wv1r2H0-g
390	Interieur van een schildersatelier	Grient, Adrianus van der	UgEUgr5TuQleHA	https://artsandculture.google.com/asset/interieur-van-een-schildersatelier-grient-adrianus-van-der/UgEUgr5TuQleHA
389	Desk	Frank Wenger	7gFVlAPg5AgQiw	https://artsandculture.google.com/asset/desk-frank-wenger/7gFVlAPg5AgQiw
388	Interieur van een bibliotheek	Picart, Bernard	dwHYUwQ9nQhiwg	https://artsandculture.google.com/asset/interieur-van-een-bibliotheek-picart-bernard/dwHYUwQ9nQhiwg
387	Paper furniture:Dining room	McLoughlin Bros.	UAF9qB24p45o9A	https://artsandculture.google.com/asset/paper-furniture-dining-room-mcloughlin-bros/UAF9qB24p45o9A
386	Architect's Table		_wHGVNHseCVhmg	https://artsandculture.google.com/asset/architect-s-table/_wHGVNHseCVhmg
385	Two Studies of an Interior with Furniture	Félix-Hilaire Buhot	zwGqnEUO8cFtdw	https://artsandculture.google.com/asset/two-studies-of-an-interior-with-furniture-f%C3%A9lix-hilaire-buhot/zwGqnEUO8cFtdw
384	Amerika koku jōkisen naka no zu|Interior of an American Steamship	Utagawa Yoshikazu	uwEOzcaEj4kxpw	https://artsandculture.google.com/asset/amerika-koku-j%C5%8Dkisen-naka-no-zu-interior-of-an-american-steamship-utagawa-yoshikazu/uwEOzcaEj4kxpw
383	Eetkamer met gematte stoelen	Monogrammist HK (Nederland, 20ste eeuw)	OAEvkOXW44mLrg	https://artsandculture.google.com/asset/eetkamer-met-gematte-stoelen-monogrammist-hk-nederland-20ste-eeuw/OAEvkOXW44mLrg
382	Dining Room Interior		bQH-KYt82Hl_IQ	https://artsandculture.google.com/asset/dining-room-interior/bQH-KYt82Hl_IQ
381	The Entrance Hall, Eltham Palace		TgH0bHHLp3bI2g	https://artsandculture.google.com/asset/the-entrance-hall-eltham-palace/TgH0bHHLp3bI2g
380	CABINET WITH WET BAR	Franz Ehrlich	QQEkY11xsEWQ7Q	https://artsandculture.google.com/asset/cabinet-with-wet-bar-franz-ehrlich/QQEkY11xsEWQ7Q
379	Amerika koku jōkisen naka no zu|Interior of an American Steamship	Utagawa Yoshikazu	QwGZxWfdjN2fMQ	https://artsandculture.google.com/asset/amerika-koku-j%C5%8Dkisen-naka-no-zu-interior-of-an-american-steamship-utagawa-yoshikazu/QwGZxWfdjN2fMQ
378	A Prussian Officer's Quarters	Unknown	uwHTgnKz9o_Hug	https://artsandculture.google.com/asset/a-prussian-officer-s-quarters-unknown/uwHTgnKz9o_Hug
377	Perspective Drawing of an Interior	Anonymous, British, 19th century	WgGogsWffemzwA	https://artsandculture.google.com/asset/perspective-drawing-of-an-interior-anonymous-british-19th-century/WgGogsWffemzwA
376	TUBULAR STEEL ARMCHAIR	Franz Ehrlich	bgERWY2sAsv4rA	https://artsandculture.google.com/asset/tubular-steel-armchair-franz-ehrlich/bgERWY2sAsv4rA
375	Design for interior	Charles de Brocktorff	tAHvs5R9d0JyTg	https://artsandculture.google.com/asset/design-for-interior-charles-de-brocktorff/tAHvs5R9d0JyTg
374	LIVING ROOM CABINET	Franz Ehrlich	2wEJlg3dALjxYw	https://artsandculture.google.com/asset/living-room-cabinet-franz-ehrlich/2wEJlg3dALjxYw
373	Interior of a Bedroom	Unknown	NAHG_nErYEb8mA	https://artsandculture.google.com/asset/interior-of-a-bedroom-unknown/NAHG_nErYEb8mA
372	The Awakening Conscience	William Holman Hunt	eAEe8oI1HIMufA	https://artsandculture.google.com/asset/the-awakening-conscience-william-holman-hunt/eAEe8oI1HIMufA
371	Stage Design, Castle on Hill	Romolo Achille Liverani, Italian, 1809 - 1872	DwHJuthq26OZrg	https://artsandculture.google.com/asset/stage-design-castle-on-hill-romolo-achille-liverani-italian-1809-1872/DwHJuthq26OZrg
370	Working drawing for the pedestal of the Statue of Liberty, Liberty Island, New York	Architects: Frederic Auguste Bartholdi (1834-1904), Richard Morris Hunt (1827-1895)	JwE76mHn4qD-NA	https://artsandculture.google.com/asset/working-drawing-for-the-pedestal-of-the-statue-of-liberty-liberty-island-new-york-architects-frederic-auguste-bartholdi-1834-1904-richard-morris-hunt-1827-1895/JwE76mHn4qD-NA
369	Brühl: Augustusburg Castle	Johann Conrad Schlaun	mgFUBY0ZOhCC3g	https://artsandculture.google.com/asset/br%C3%BChl-augustusburg-castle-johann-conrad-schlaun-and-fran%C3%A7ois-de-cuvilli%C3%A9s-1695/mgFUBY0ZOhCC3g
368	La Primera Dama - Botero		bQGcJ3DknNqYRw	https://artsandculture.google.com/asset/la-primera-dama-botero/bQGcJ3DknNqYRw
367	The Builders		WgFB0U2PNZEzVQ	https://artsandculture.google.com/asset/the-builders/WgFB0U2PNZEzVQ
366	Optical Cube	Victor Vasarely	5wEM9gLYA9cx2g	https://artsandculture.google.com/asset/optical-cube-victor-vasarely/5wEM9gLYA9cx2g
365	Avoid the wet - travel Underground	Kathleen Stenning	swE-f2VnsMkfJw	https://artsandculture.google.com/asset/avoid-the-wet-travel-underground-kathleen-stenning/swE-f2VnsMkfJw
364	Bay of Biscay	Thomas Rowlandson|William Rowlandson	gQFQgI8kpqoUTw	https://artsandculture.google.com/asset/bay-of-biscay-thomas-rowlandson-william-rowlandson/gQFQgI8kpqoUTw
363	West India Docks	John Bluck|Thomas Rowlandson|Auguste Charles Pugin|Rudolph Ackermann, London	wQH8UIAW74nR2w	https://artsandculture.google.com/asset/west-india-docks-john-bluck-thomas-rowlandson-auguste-charles-pugin-rudolph-ackermann-london/wQH8UIAW74nR2w
362	On the Terrace at Haddon Hall, Derbyshire	Thomas Creswick, 1811–1869, British	AgGR_CkZMzSJkw	https://artsandculture.google.com/asset/on-the-terrace-at-haddon-hall-derbyshire-thomas-creswick-1811%E2%80%931869-british/AgGR_CkZMzSJkw
361	Unexecuted design for a Trianon pavilion at Thames Ditton	Architect: William Talman (1650-1719)	xgGfQZXkwL1mZg	https://artsandculture.google.com/asset/unexecuted-design-for-a-trianon-pavilion-at-thames-ditton-architect-william-talman-1650-1719/xgGfQZXkwL1mZg
360	Unexecuted design for the Memorial to the Missing, St Quentin, Nord, France	Architect: Sir Edwin Landseer Lutyens (1869-1944)	XwEXcWQTlCdbjw	https://artsandculture.google.com/asset/unexecuted-design-for-the-memorial-to-the-missing-st-quentin-nord-france-architect-sir-edwin-landseer-lutyens-1869-1944/XwEXcWQTlCdbjw
359	Perspective diagram depicting houses and an archway		jwGY28bg9FHvUA	https://artsandculture.google.com/asset/perspective-diagram-depicting-houses-and-an-archway/jwGY28bg9FHvUA
358	Examples of perspective delineation	Artist: James Malton	UAFWeVRZwQLo7Q	https://artsandculture.google.com/asset/examples-of-perspective-delineation-artist-james-malton/UAFWeVRZwQLo7Q
357	Hans Vredeman de Vries, Perspective, part I: plate 28	Artist: Hans Vredeman de Vries	YAGcuwpFmUlFew	https://artsandculture.google.com/asset/hans-vredeman-de-vries-perspective-part-i-plate-28-artist-hans-vredeman-de-vries/YAGcuwpFmUlFew
356	9 Objekte	Richter, Gerhard	LAEuG5PcT6qwZQ	https://artsandculture.google.com/asset/9-objekte-richter-gerhard/LAEuG5PcT6qwZQ
355	Sem título	Sena, António	tAEE5Bzndfhtng	https://artsandculture.google.com/asset/sem-t%C3%ADtulo-sena-ant%C3%B3nio/tAEE5Bzndfhtng
354	You are here	Jotta, Ana	IQGuyuMRzDAI6A	https://artsandculture.google.com/asset/you-are-here-jotta-ana/IQGuyuMRzDAI6A
353	Sem título	Calapez, Pedro	-gHL2nkHEu8bAg	https://artsandculture.google.com/asset/sem-t%C3%ADtulo-calapez-pedro/-gHL2nkHEu8bAg
352	Schattenbild	Richter, Gerhard	iAHUwqWQ4MX0ew	https://artsandculture.google.com/asset/schattenbild-richter-gerhard/iAHUwqWQ4MX0ew
351	Elephant Foot Wastebasket		UAEHoVSV2Dt1lQ	https://artsandculture.google.com/asset/elephant-foot-wastebasket/UAEHoVSV2Dt1lQ
350	The Royal Palace	José Manuel Ballester	HwHTn7F0jqKgyw	https://artsandculture.google.com/asset/the-royal-palace-jos%C3%A9-manuel-ballester/HwHTn7F0jqKgyw
349	trade union school ADGB bernau near berlin (ground plan basement main wing, living wing A-E, school wing)	Hannes Meyer	xwGNcw6nyLWj8w	https://artsandculture.google.com/asset/trade-union-school-adgb-bernau-near-berlin-ground-plan-basement-main-wing-living-wing-a-e-school-wing-hannes-meyer-and-hans-wittwer-design/xwGNcw6nyLWj8w
348	Brühl: Augustusburg Castle	Johann Conrad Schlaun	WAHOYEqKRLN_vA	https://artsandculture.google.com/asset/br%C3%BChl-augustusburg-castle-johann-conrad-schlaun-and-fran%C3%A7ois-de-cuvilli%C3%A9s-1695/WAHOYEqKRLN_vA
347	Drawing for Point and Line on Plan	Vassily Kandinsky	ZQHxtZxmkRoMsg	https://artsandculture.google.com/asset/drawing-for-point-and-line-on-plan-vassily-kandinsky/ZQHxtZxmkRoMsg
346	Orange Car Crash (5 Deaths 11 Times in Orange) (Orange Disaster)	Andy Warhol	QAFlX9ibChqDMw	https://artsandculture.google.com/asset/orange-car-crash-5-deaths-11-times-in-orange-orange-disaster-andy-warhol/QAFlX9ibChqDMw
345	Drawing for Point and Line to Plane	Vassily Kandinsky	VQGDQHyNAWL35g	https://artsandculture.google.com/asset/drawing-for-point-and-line-to-plane-vassily-kandinsky/VQGDQHyNAWL35g
344	Composition	Vassily Kandinsky	2AGLIiSAmxZHGg	https://artsandculture.google.com/asset/composition-vassily-kandinsky/2AGLIiSAmxZHGg
343	Powerful Red	Wassily Kandinsky	pAGmGABLz1tfRw	https://artsandculture.google.com/asset/powerful-red-wassily-kandinsky/pAGmGABLz1tfRw
342	Untitled	Vassily Kandinsky	cwFyz3gNb4jzrA	https://artsandculture.google.com/asset/untitled-vassily-kandinsky/cwFyz3gNb4jzrA
341	View of the Tigris	Abdul Qadir Al Rassam	WAEkIWy7UwtfGQ	https://artsandculture.google.com/asset/view-of-the-tigris-abdul-qadir-al-rassam/WAEkIWy7UwtfGQ
340	Study	Vassily Kandinsky	LQGe_9St2s4yPg	https://artsandculture.google.com/asset/study-vassily-kandinsky/LQGe_9St2s4yPg
339	Orange		FQH9ww0j13_DXg	https://artsandculture.google.com/asset/orange/FQH9ww0j13_DXg
338	Bild XII. Der Marktplatz zu Limoges (Paiting XII. Market Square in Limoges)	Vassily Kandinsky	AQH4rhn45vJsxQ	https://artsandculture.google.com/asset/bild-xii-der-marktplatz-zu-limoges-paiting-xii-market-square-in-limoges-vassily-kandinsky/AQH4rhn45vJsxQ
337	Auf Weiss II (On White II)	Vassily Kandinsky	awEadY2iCkPLXw	https://artsandculture.google.com/asset/auf-weiss-ii-on-white-ii-vassily-kandinsky/awEadY2iCkPLXw
336	"""Staatliches Bauhaus, Weimar"", basic colour and shape questionnaires for students of the Weimar Bauhaus"	Vassily Kandinsky	vQHNSWvtS_HqsA	https://artsandculture.google.com/asset/staatliches-bauhaus-weimar-basic-colour-and-shape-questionnaires-for-students-of-the-weimar-bauhaus-vassily-kandinsky/vQHNSWvtS_HqsA
335	Exhibition of work by students of Bauhaus in Dessau	Anonymous	DQFNyr4IepnSXA	https://artsandculture.google.com/asset/exhibition-of-work-by-students-of-bauhaus-in-dessau-anonymous/DQFNyr4IepnSXA
334	Brown	Vassily Kandinsky	5AEsF1cFeubbjg	https://artsandculture.google.com/asset/brown-vassily-kandinsky/5AEsF1cFeubbjg
333	Model of Pannel for the Exhibit of Juryfreie: Wall D	Vassily Kandinsky	-AE3JatnA-oOTg	https://artsandculture.google.com/asset/model-of-pannel-for-the-exhibit-of-juryfreie-wall-d-vassily-kandinsky/-AE3JatnA-oOTg
332	Study for Im Schwarzen Viereck	Vassily Kandinsky	MQFAPIr_1jSXlw	https://artsandculture.google.com/asset/study-for-im-schwarzen-viereck-vassily-kandinsky/MQFAPIr_1jSXlw
331	Bild XVI. Das Grosse Tor Von Kiew (Paiting XVI. The Great Door of Kiev), preparatory drawing for the staging of Pictures at an Exhibition by Modest Mussorgsky	Vassily Kandinsky	XgFLW_r4TELWFg	https://artsandculture.google.com/asset/bild-xvi-das-grosse-tor-von-kiew-paiting-xvi-the-great-door-of-kiev-preparatory-drawing-for-the-staging-of-pictures-at-an-exhibition-by-modest-mussorgsky-vassily-kandinsky/XgFLW_r4TELWFg
330	Drawing for Point and Line on Plan	Vassily Kandinsky	qwHmmA4zWJptDw	https://artsandculture.google.com/asset/drawing-for-point-and-line-on-plan-vassily-kandinsky/qwHmmA4zWJptDw
329	Gelb-Rot-Blau (Yellow-Red-Blue)	Vassily Kandinsky	RwEPeJKM6zwRgg	https://artsandculture.google.com/asset/gelb-rot-blau-yellow-red-blue-vassily-kandinsky/RwEPeJKM6zwRgg
328	Drawing for Point and Line on Plan	Vassily Kandinsky	1wGMam1NQQ2Fxg	https://artsandculture.google.com/asset/drawing-for-point-and-line-on-plan-vassily-kandinsky/1wGMam1NQQ2Fxg
327	Drawing for Point and Line on Plan	Vassily Kandinsky	ygHBQnZ_jmTcig	https://artsandculture.google.com/asset/drawing-for-point-and-line-on-plan-vassily-kandinsky/ygHBQnZ_jmTcig
326	Drawing for Point and Line to Plane	Vassily Kandinsky	UQFy5W3GM77P-Q	https://artsandculture.google.com/asset/drawing-for-point-and-line-to-plane-vassily-kandinsky/UQFy5W3GM77P-Q
325	Untitled (Design for a display case cabinet with three supports)	Franz Ehrlich	cAFzcPZszl4vUA	https://artsandculture.google.com/asset/untitled-design-for-a-display-case-cabinet-with-three-supports-franz-ehrlich/cAFzcPZszl4vUA
324	Untitled (Design for a cabinet with top section)	Franz Ehrlich	MAGB8-WcadkWZA	https://artsandculture.google.com/asset/untitled-design-for-a-cabinet-with-top-section-franz-ehrlich/MAGB8-WcadkWZA
323	Black Suprematism - Balance	Lazar Khidekel (1904-1986, painter and architect)	MwGuLMLvDkFUjw	https://artsandculture.google.com/asset/black-suprematism-balance-lazar-khidekel-1904-1986-painter-and-architect/MwGuLMLvDkFUjw
322	Minimalist interiors - Noguchi Museum		owFl5k_Kr_NTvA	https://artsandculture.google.com/asset/minimalist-interiors-noguchi-museum/owFl5k_Kr_NTvA
321	Drawing for Point and Line on Plan	Vassily Kandinsky	OAFEbdAUUuY0Rw	https://artsandculture.google.com/asset/drawing-for-point-and-line-on-plan-vassily-kandinsky/OAFEbdAUUuY0Rw
320	Architecton	Lazar Khidekel (1904-1986, painter and architect)	WAHUSasm-JSrxw	https://artsandculture.google.com/asset/architecton-lazar-khidekel-1904-1986-painter-and-architect/WAHUSasm-JSrxw
319	Patent Model of Railroad Signal Lantern, 1867	Towne, A. N.	swGZx8-AduoO3g	https://artsandculture.google.com/asset/patent-model-of-railroad-signal-lantern-1867-towne-a-n/swGZx8-AduoO3g
318	Bitcoin x crypto code on screen		ZQHg_TYABJD10Q	https://artsandculture.google.com/asset/bitcoin-x-crypto-code-on-screen/ZQHg_TYABJD10Q
317	Composição no. 1		EwEYHAkmzGB_gg	https://artsandculture.google.com/asset/composi%C3%A7%C3%A3o-no-1/EwEYHAkmzGB_gg
316	Untitled (Standardized unit furniture with variable proportions, desk)	Franz Ehrlich	FwFc6i5kZ3pCLg	https://artsandculture.google.com/asset/untitled-standardized-unit-furniture-with-variable-proportions-desk-franz-ehrlich/FwFc6i5kZ3pCLg
315	Plan of Imola	Leonardo da Vinci	hgEpMgZ5mn6R4A	https://artsandculture.google.com/asset/plan-of-imola-leonardo-da-vinci/hgEpMgZ5mn6R4A
314	ENIAC Programmers / United States Army	United States Army	4AFgcMwMqg1mRw	https://artsandculture.google.com/asset/eniac-programmers-united-states-army-united-states-army/4AFgcMwMqg1mRw
313	Composição ortogonal no. 2		agFvrFeqibhO2Q	https://artsandculture.google.com/asset/composi%C3%A7%C3%A3o-ortogonal-no-2/agFvrFeqibhO2Q
312	Metamorphosis Insectorum Surinamensium	Maria Sibylla Merian	hQE9yeZdQwuMjA	https://artsandculture.google.com/asset/metamorphosis-insectorum-surinamensium-maria-sibylla-merian/hQE9yeZdQwuMjA
311	Margaret Hamilton's Program Listing		LwEryJXJ0ttF4Q	https://artsandculture.google.com/asset/margaret-hamilton-s-program-listing/LwEryJXJ0ttF4Q
310	Drawing for Point and Line to Plane	Vassily Kandinsky	QAGDse3VS9c_uA	https://artsandculture.google.com/asset/drawing-for-point-and-line-to-plane-vassily-kandinsky/QAGDse3VS9c_uA
309	Drawing for Point and Line on Plan	Vassily Kandinsky	7QGwlSzVnNLaOQ	https://artsandculture.google.com/asset/drawing-for-point-and-line-on-plan-vassily-kandinsky/7QGwlSzVnNLaOQ
308	Architecton	Lazar Khidekel (1904-1986, painter and architect)	-wFdCWmRHwC-vw	https://artsandculture.google.com/asset/architecton-lazar-khidekel-1904-1986-painter-and-architect/-wFdCWmRHwC-vw
307	CABINET FOR RECREATION ROOMS	Franz Ehrlich	dAGfVNZHofBzXQ	https://artsandculture.google.com/asset/cabinet-for-recreation-rooms-franz-ehrlich/dAGfVNZHofBzXQ
306	Sketch for a desk and a study room cabinet	Franz Ehrlich	PQGy6C9m5oREGg	https://artsandculture.google.com/asset/sketch-for-a-desk-and-a-study-room-cabinet-franz-ehrlich/PQGy6C9m5oREGg
305	Art for two: Stefan Sagmeister x The Art Assignment for Galleria Nazionale		MQF-NTCYxb_gCQ	https://artsandculture.google.com/asset/art-for-two-stefan-sagmeister-x-the-art-assignment-for-galleria-nazionale/MQF-NTCYxb_gCQ
304	Vermelho cortando o branco		5AFjviUzXt9k9g	https://artsandculture.google.com/asset/vermelho-cortando-o-branco/5AFjviUzXt9k9g
303	Codex Arundel, Arundel MS 263, f.149r	Leonardo da Vinci	JQEdTwhX90FlOg	https://artsandculture.google.com/asset/codex-arundel-arundel-ms-263-f-149r-leonardo-da-vinci/JQEdTwhX90FlOg
302	Suprematism Design for a Plate	Lazar Khidekel (1904-1986, painter and architect)	mQFpSy39A5K18Q	https://artsandculture.google.com/asset/suprematism-design-for-a-plate-lazar-khidekel-1904-1986-painter-and-architect/mQFpSy39A5K18Q
301	Bild VII. Bydlo (Paiting VII. Bydlo)	Vassily Kandinsky	KwHhtnEB0DDrZw	https://artsandculture.google.com/asset/bild-vii-bydlo-paiting-vii-bydlo-vassily-kandinsky/KwHhtnEB0DDrZw
300	Bild XIII. Catacombae (Paiting XIII. Catacombae)	Vassily Kandinsky	EQFB0MZAPbFMgg	https://artsandculture.google.com/asset/bild-xiii-catacombae-paiting-xiii-catacombae-vassily-kandinsky/EQFB0MZAPbFMgg
299	Drawing for Point and Line on Plan	Vassily Kandinsky	bQHhCw6U8LZFJw	https://artsandculture.google.com/asset/drawing-for-point-and-line-on-plan-vassily-kandinsky/bQHhCw6U8LZFJw
298	Figurinen zu Bild XVI. Kiew (Figurines pour Paiting XVI. Kiev)	Vassily Kandinsky	UQH3yViXMnQ1Pw	https://artsandculture.google.com/asset/figurinen-zu-bild-xvi-kiew-figurines-pour-paiting-xvi-kiev-vassily-kandinsky/UQH3yViXMnQ1Pw
297	Drawing for Point and Line to Plane	Vassily Kandinsky	CgGLQxL9SO3z8Q	https://artsandculture.google.com/asset/drawing-for-point-and-line-to-plane-vassily-kandinsky/CgGLQxL9SO3z8Q
296	Sketch for a Futuristic City (on poles)	Lazar Khidekel (1904-1986, painter and architect)	hwFrSkhpPpLSrw	https://artsandculture.google.com/asset/sketch-for-a-futuristic-city-on-poles-lazar-khidekel-1904-1986-painter-and-architect/hwFrSkhpPpLSrw
295	DEVELOPMENT SCHEMES. Existing buildings / development as currently intended / development as it should be intended	Franz Ehrlich	lQFCPJJesvzOWg	https://artsandculture.google.com/asset/development-schemes-existing-buildings-development-as-currently-intended-development-as-it-should-be-intended-franz-ehrlich/lQFCPJJesvzOWg
294	Untitled	Vassily Kandinsky	kAEly3F2ZcCcaA	https://artsandculture.google.com/asset/untitled-vassily-kandinsky/kAEly3F2ZcCcaA
293	Painting with violin	Franz Ehrlich	cwHGoi3ivgjNBA	https://artsandculture.google.com/asset/painting-with-violin-franz-ehrlich/cwHGoi3ivgjNBA
292	BOOK AND DOCUMENT REPOSITORY	Franz Ehrlich	TwGkvK7ZEKLeDQ	https://artsandculture.google.com/asset/book-and-document-repository-franz-ehrlich/TwGkvK7ZEKLeDQ
291	Intersecting Lines	Lazar Khidekel (1904-1986, painter and architect)	wAELVOmkql561A	https://artsandculture.google.com/asset/intersecting-lines-lazar-khidekel-1904-1986-painter-and-architect/wAELVOmkql561A
290	Pine Street	Joseph Pennell	TAEPWs8olIldsA	https://artsandculture.google.com/asset/pine-street-joseph-pennell/TAEPWs8olIldsA
289	"Lugre ""San Jacinto"""		-AE_fsaqBOCmzA	https://artsandculture.google.com/asset/lugre-san-jacinto/-AE_fsaqBOCmzA
288	Untitled (Courtyard house A, low building with residential courtyard, road perspective, study project under Ludwig Mies van der Rohe)	Eduard Ludwig	QQHebGQ1A3wC4A	https://artsandculture.google.com/asset/untitled-courtyard-house-a-low-building-with-residential-courtyard-road-perspective-study-project-under-ludwig-mies-van-der-rohe-eduard-ludwig/QQHebGQ1A3wC4A
287	House C, low building with residential courtyard, interior room perspective (Study project under Ludwig Mies van der Rohe)	Eduard Ludwig	sAFTNIqHel9o0Q	https://artsandculture.google.com/asset/house-c-low-building-with-residential-courtyard-interior-room-perspective-study-project-under-ludwig-mies-van-der-rohe-eduard-ludwig/sAFTNIqHel9o0Q
286	Untitled (Courtyard house A, low building with residential courtyard, interior room perspective, study project under Ludwig Mies van der Rohe)	Eduard Ludwig	LAHAhf3RvbP1uQ	https://artsandculture.google.com/asset/untitled-courtyard-house-a-low-building-with-residential-courtyard-interior-room-perspective-study-project-under-ludwig-mies-van-der-rohe-eduard-ludwig/LAHAhf3RvbP1uQ
285	Low building with residential courtyard (Courtyard house A, floor plan, layout plan, views, road perspective, study project under Ludwig Mies van der Rohe)	Eduard Ludwig	WwE1bcZ0wjF-FQ	https://artsandculture.google.com/asset/low-building-with-residential-courtyard-courtyard-house-a-floor-plan-layout-plan-views-road-perspective-study-project-under-ludwig-mies-van-der-rohe-eduard-ludwig/WwE1bcZ0wjF-FQ
284	Untitled (Terraced house estate Friedrichstr. Dessau; from Ludwig Hilberseimer's class)	Eduard Ludwig	ZgEKmbC_rx16PA	https://artsandculture.google.com/asset/untitled-terraced-house-estate-friedrichstr-dessau-from-ludwig-hilberseimer-s-class-eduard-ludwig/ZgEKmbC_rx16PA
283	Untitled (Dessau-Törten housing estate, Fieger House, view and groundplans)	Carl Fieger	OAEvqvHsfBwuqg	https://artsandculture.google.com/asset/untitled-dessau-t%C3%B6rten-housing-estate-fieger-house-view-and-groundplans-carl-fieger/OAEvqvHsfBwuqg
282	Garden front of a pair of semi-detached houses for doctors	Carl Fieger	lQGrF2elQ3kNEg	https://artsandculture.google.com/asset/garden-front-of-a-pair-of-semi-detached-houses-for-doctors-carl-fieger/lQGrF2elQ3kNEg
281	BAMBOS 1 Design	Marcel Breuer	VAHgQP_wdq2Wyw	https://artsandculture.google.com/asset/bambos-1-design-marcel-breuer/VAHgQP_wdq2Wyw
280	Floating Suprematist Forms	Lazar Khidekel (1904-1986, painter and architect)	5gEmle_-5ayyZg	https://artsandculture.google.com/asset/floating-suprematist-forms-lazar-khidekel-1904-1986-painter-and-architect/5gEmle_-5ayyZg
279	Floating Suprematist Forms	Lazar Khidekel (1904-1986, painter and architect)	-gEKFTrudmmVVg	https://artsandculture.google.com/asset/floating-suprematist-forms-lazar-khidekel-1904-1986-painter-and-architect/-gEKFTrudmmVVg
278	Floating Suprematist Forms	Lazar Khidekel (1904-1986, painter and architect)	8AFzP0jZljegug	https://artsandculture.google.com/asset/floating-suprematist-forms-lazar-khidekel-1904-1986-painter-and-architect/8AFzP0jZljegug
277	Suprematist Space	Lazar Khidekel (1904-1986, painter and architect)	BgGg8zl5HEn--w	https://artsandculture.google.com/asset/suprematist-space-lazar-khidekel-1904-1986-painter-and-architect/BgGg8zl5HEn--w
